game_title,description,genres
Pajama Sam: No Need to Hide When It's Dark Outside,"Fed up with his fear of the dark, Sam transforms himself into Pajama Sam, the world's youngest superhero, and resolves to confront Darkness.","['Adventure', 'Comedy', 'Family', 'Fantasy']"
Ace Combat 5: The Unsung War,"15 years after the Belkan War, the Osean Wardog squadron finds itself in the center of an unexplained war with the formerly allied nation of Yuktobania.","['Action', 'Adventure', 'Drama', 'Sci-Fi', 'War']"
Rome: Total War,"Rome: Total War is a strategy game set during the mid and late Roman Republic and early Roman Empire, with the player assuming control of one of three Roman families.","['Action', 'Adventure', 'War']"
The Legend of Dragoon,"When the clash of swords echo, the journey chasing the past ends and the journey to know today begins. A group of warriors led by Dart Feld are caught in a war between Endiness' nations.","['Fantasy Epic', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
The Legend of Zelda: Link's Awakening,"The ship in which Link travels back to Hyrule is destroyed in a storm. He awakens on a strange island, where he will find a new enemy and some new friends.","['Action', 'Adventure', 'Fantasy']"
Dune II: The Building of a Dynasty,"The honourable Atreides, the violent Harkonnen and the insidious Ordos fight a war for the control of Arrakis, the only planet where the valuable Spice can be found.","['Action', 'Adventure', 'Sci-Fi']"
Civilization IV,"Fourth installment in the turn-based strategy series Civilization, adding new tools to manage and expand your civilization, all-new easy to use mod capabilities and intense multiplayer modes and options.",[]
Warcraft II: Tides of Darkness,"Real-time strategy game that follows the Humans who, after the Fall of Azeroth, join with Elves and Dwarves in an Alliance. In the Second War in the land of Lordaeron, the battle continues to the Dark Portal itself.",['Fantasy']
There Is No Game: Wrong Dimension,"There is no game. So don't go messing things up by clicking everywhere. You don't want to be kicked out of your video game world, do you? Of course not.","['Adventure', 'Comedy', 'Mystery']"
Zero Escape Volume 2: Virtue's Last Reward,"College Student Sigma is kidnapped and taken to a underground bunker, where he is forced to play a deadly variant of the prisoners dilemma against 8 others in order to win his freedom.","['Adventure', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
Bounce Tales,"One day in Sky Bean Land, a little ball named Bounce notices that the colors around him seem to be disappearing. Bounce decided to go investigate..","['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
Diamond Rush,"Take the diamonds and run away, A difficult adventure awaits you: Tibetan stalactites falling from above, suffocating angora forests, poisonous Bavarian castle spiders, and other vicissitudes of fate will follow your every move.","['Action', 'Adventure']"
The House in Fata Morgana: A Requiem for Innocence,"A Requiem for Innocence is a companion to the visual novel ""The House in Fata Morgana."" It tells the tale of a young man dragged down by his ambitions and a girl both worshiped as a saint and maligned as a witch.","['Adventure', 'Drama', 'Horror', 'Mystery', 'Romance']"
Chrono Cross,"For Serge, the truth is all too disturbing when he stumbles into another dimension, a dimension where he is long dead. Now the fate of two worlds hangs in the balance and Serge is the only hope.","['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']"
The Secret of Monkey Island: Special Edition,"Guybrush Threepwood, a young pirate-in-training sets out to pass the Three Trials presented by the pirates of Mêlée Island. He falls in love with the governess of Mêlée, Elaine Marley as he attempts to reach the fabled Monkey Island and vanquish the nefarious ghost pirate LeChuck... Read all","['Adventure', 'Comedy', 'Fantasy']"
Grim Fandango: Remastered,A travel agent in the Land of the Dead stumbles across crime and corruption within his business.,"['Adventure', 'Comedy', 'Crime', 'Fantasy', 'Mystery']"
Final Fantasy Tactics,The story of a heroic squire religated to the lost pages of history.,"['Action', 'Adventure', 'Drama', 'Fantasy']"
Faith: The Unholy Trinity,"After an exorcist goes horribly wrong at a secluded Connecticut home, a young priest returns to the cursed house a year later to finish what he started.",['Horror']
WWE SmackDown! Here Comes the Pain,"Choose from up to 55 WWE superstars and wrestle with the 2003 roster. The game features real-life attributes of strength, submission, technique, speed and stamina for each wrestler.","['Action', 'Sport']"
Katamari Damacy,"Playing as the royal son of the Prince of All Cosmos, you are sent to Earth with orders to roll its contents into several oddly-shaped balls to be used as replacements for the missing stars and constellations in the sky.","['Action', 'Adventure', 'Fantasy']"
Pikmin 4,"Meet Pikmin: small, plantlike creatures with distinct abilities that you can grow, pluck, guide, and overpower enemies with. Use your Pikmin's miniature might to explore this mysterious planet in search of your crew and treasure.","['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
Claw,"Claw is a pirate cat who has to find his crew, get revenge on the Cocker Spaniards and find the 9 lives amulet while getting into many misadventures.","['Action', 'Adventure', 'Comedy', 'Fantasy']"
WWF No Mercy,"Over 70 characters, 10 venues, 7 different areas outside the arena, new weapons, a developing story mode, an extensive create-a-wrestler mode, and much more, deliver the most comprehensive and best wrestling game of the decade.","['Action', 'Sport']"
Blade & Sorcery: Nomad,"Blade and Sorcery: Nomad is a built-for-VR medieval fantasy sandbox with full physics driven melee, ranged and magic combat. Become a powerful warrior, ranger or sorcerer and devastate your enemies.",[]
Quest for Glory V: Dragon Fire,"Having foiled the plans of the Dark Master in Mordavia, the hero is magically summoned by a group of his longtime friends to the island realm of Silmaria (richly modeled after the culture and folklore of our own world's ancient Greece). The realm is in bad shape: the old king has... Read all",[]
World of Warcraft: Wrath of the Lich King,"Second expansion set for ""World of Warcraft (2004)"". In the wake of the Sunwell's purification, Warchief Thrall deploys an expedition force to Northrend led by Overlord Garrosh Hellscream to stop the assault of the undead Scourge.",['Action']
Spy Fox in 'Dry Cereal',"William The Kid has stolen all the dairy cows in an effort to take over the dairy industry. SPY Corp has sent their top agent, Spy Fox to stop William's plan of dairy destruction. Monkey Penny (who gives Spy Fox important clues), Professor Quack (gives Spy Fox his inventions) Wal... Read all","['Action', 'Adventure', 'Comedy', 'Family']"
Higurashi: When They Cry,"A sound novel containing four arcs, known as the 'Question Arcs'.","['Drama', 'Horror', 'Mystery']"
Super Mario World: Super Mario Advance 2,"Remake of ""Super Mario World (1990)"" in which Mario and Luigi team up with Yoshi to rescue Peach from the clutches of Bowser on Dinosaur Island. Also includes a remake of ""Mario Bros. (1983)"".","['Action', 'Adventure', 'Fantasy']"
Touhou Koumakyou: the Embodiment of Scarlet Devil,A shrine maiden and a cocky magician must find the culprit when summer is spoiled by a red mist.,"['Action', 'Adventure', 'Fantasy']"
Sneaky Sasquatch,"The player plays as a Sasquatch, who lives near a campground, and is friends with local wildlife. These animals serve various different roles throughout the game (a raccoon serving as a shopkeeper, ducks doing construction, etc.). Gameplay initially revolves around stealing food ... Read all",[]
Oddworld: Abe's Exoddus,Abe returns in this sequel to rescue the Mudokon slaves from Necrum Mines.,"['Adventure', 'Fantasy', 'Sci-Fi']"
"Warhammer 40,000: Dawn of War - Dark Crusade",Choose one of seven races from the DoW universe and wage war to take over the planet Kronus.,"['Action', 'Fantasy', 'Sci-Fi', 'War']"
Nancy Drew: The Secret of Shadow Ranch,Teen detective Nancy Drew visits Shadow Ranch and investigates the mysterious accidents that follow sightings of a ghostly horse.,"['Adventure', 'Mystery', 'Romance']"
Pokémon LeafGreen Version,A Pokémon trainer adventures through the Kanto Region to achieve their destiny of becoming a Pokemon Champion.,"['Action', 'Adventure', 'Fantasy']"
CKG City,"CKG city is a wonderful city, where for every 1 square meter, 1 person eats copper candy, every day you can hear gunshots instead of rice, just go out and look at the cars, out of 10 cars, 11 of them will collide.","['Action', 'Comedy', 'Drama']"
I Expect You to Die 3: Cog in the Machine,Add a plot in your language,['Action']
Metal Gear Solid: The Legacy Collection,"A compilation of Metal Gear games, released exclusively for PlayStation 3. The titles included are Metal Gear, Metal Gear 2: Solid Snake, Metal Gear Solid: Integral, Metal Gear Solid 2: Substance (HD), Metal Gear Solid 3: Subsistence (HD), Metal Gear Solid: Peace Walker (HD), Met... Read all",[]
Shin Megami Tensei: Nocturne,"Set in post-apocalyptic Tokyo, Japan, Shin Megami Tensei: Nocturne takes you to a world where nearly the entire population is annihilated by a worldwide catastrophe called the Conception. Now the fate of the entire world lies on the shoulders of one boy, who must battle his way t... Read all","['Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery']"
Star Wars: TIE Fighter,"Taking on the role of a rookie Imperial pilot, the player flies various missions in a variety of campaigns as the Imperials pursue the Alliance across the galaxy.","['Action', 'Adventure', 'Sci-Fi']"
Baten Kaitos: Origins,"Baten Kaitos Origins takes place 20 years before the first Baten Kaitos game. It explains how the diabolical Emperor Geldoblame rose to power, and it also fills in many details about the heroes from the first title. In addition, players will learn about the origins of the world i... Read all","['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']"
Jupiter Hell,"Jupiter Hell is a turn-based shooter from the depths of cosmic hell, Rip and tear zombies, demons, and heavy metal monstrosities with chainguns and chainsaws. Like chess - with shotguns.","['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']"
The Journeyman Project 3: Legacy of Time,"Temporal agent Gage Blackwood must take one final trip through time and visit Atlantis, Shangri La and El Dorado to find an artifact called the Legacy of Time and stop an alien invasion. His A.I. bud Arthur joins him once again.","['Alien Invasion', 'Adventure', 'Sci-Fi']"
Desperados: Wanted Dead or Alive,"New Mexico, 1881. When many trains are being robbed by a mysterious and vicious bandit named El Diablo. The railroad company Twinnings and Co offers $15,000 to the one who can stop El Diablo. Bounty hunter John Cooper accepts the task.","['Action', 'Adventure', 'Western']"
Lunar: The Silver Star,"From the village of Burg, a teenager named Alex sets out to become the fabled guardian of the goddess Althena...the Dragonmaster. Along with his girlfriend Luna, and several friends they meet along the journey, they soon discover that the happy world of Lunar is on the verge of A... Read all","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi']"
Nancy Drew: Curse of Blackmoor Manor,Teen detective Nancy Drew is invited to an old manor in England to figure out why the woman living there has been acting strangely.,"['Adventure', 'Mystery']"
Nickelodeon 3D Movie Maker,Add a plot in your language,['Family']
